DGNS_CD,DGNS_CD_EFF_STRT_DT,DGNS_CD_EFF_END_DT,MIN_AGE_DGNS_INCLUDE,MAX_AGE_DGNS_EXCLUDE,CC_AGE_SPLIT_MIN_AGE_INC,CC_AGE_SPLIT_MAX_AGE_EXC,CC_SEX_SPLIT,CC_CD,ACC_CD
C4361,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C4362,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C4370,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C4371,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C4372,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C438,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C439,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C450,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C451,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C452,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C457,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C459,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C460,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C461,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C462,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C463,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C464,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4650,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4651,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4652,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C467,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C469,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C470,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4710,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4711,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4712,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4720,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4721,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4722,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C473,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C474,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C475,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C476,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C478,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C479,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C480,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C481,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C482,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C488,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C490,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4910,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4911,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4912,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4920,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4921,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C4922,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C493,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C494,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C495,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C496,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C498,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C499,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C49A0,2016-10-01,2026-12-31,0,999,0,999,X,10,0
C49A1,2016-10-01,2026-12-31,0,999,0,999,X,10,0
C49A2,2016-10-01,2026-12-31,0,999,0,999,X,10,0
C49A3,2016-10-01,2026-12-31,0,999,0,999,X,10,0
C49A4,2016-10-01,2026-12-31,0,999,0,999,X,10,0
C49A5,2016-10-01,2026-12-31,0,999,0,999,X,10,0
C49A9,2016-10-01,2026-12-31,0,999,0,999,X,10,0
C4A0,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A10,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A20,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A21,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A22,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A30,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A31,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A39,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A4,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A51,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A52,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A59,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A60,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A61,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A62,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A70,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A71,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A72,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A8,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C4A9,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C50011,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50011,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50012,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50012,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50019,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50019,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50021,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50021,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50022,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50022,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50029,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50029,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50111,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50111,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50112,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50112,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50119,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50119,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50121,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50121,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50122,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50122,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50129,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50129,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50211,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50211,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50212,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50212,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50219,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50219,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50221,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50221,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50222,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50222,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50229,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50229,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50311,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50311,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50312,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50312,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50319,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50319,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50321,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50321,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50322,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50322,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50329,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50329,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50411,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50411,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50412,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50412,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50419,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50419,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50421,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50421,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50422,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50422,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50429,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50429,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50511,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50511,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50512,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50512,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50519,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50519,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50521,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50521,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50522,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50522,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50529,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50529,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50611,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50611,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50612,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50612,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50619,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50619,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50621,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50621,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50622,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50622,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50629,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50629,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50811,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50811,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50812,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50812,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50819,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50819,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50821,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50821,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50822,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50822,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50829,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50829,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50911,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50911,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50912,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50912,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50919,2015-10-01,2026-12-31,0,999,0,50,female,11,0
C50919,2015-10-01,2026-12-31,0,999,50,999,female,12,0
C50921,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50921,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50922,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50922,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C50929,2015-10-01,2026-12-31,0,999,0,50,male,11,0
C50929,2015-10-01,2026-12-31,0,999,50,999,male,12,0
C510,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C511,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C512,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C518,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C519,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C52,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C530,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C531,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C538,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C539,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C540,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C541,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C542,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C543,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C548,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C549,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C55,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C561,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C562,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C569,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5700,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5701,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5702,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5710,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5711,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5712,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5720,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5721,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C5722,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C573,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C574,2015-10-01,2026-12-31,0,999,0,999,female,11,0
C577,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C578,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C579,2015-10-01,2026-12-31,0,999,0,999,female,12,0
C58,2015-10-01,2026-12-31,9,65,0,999,female,11,0
C600,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C601,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C602,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C608,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C609,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C61,2015-10-01,2026-12-31,0,999,0,999,male,12,0
C6200,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6201,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6202,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6210,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6211,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6212,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6290,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6291,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6292,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6300,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6301,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6302,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6310,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6311,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C6312,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C632,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C637,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C638,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C639,2015-10-01,2026-12-31,0,999,0,999,male,13,0
C641,2015-10-01,2026-12-31,0,999,0,999,X,11,0
C642,2015-10-01,2026-12-31,0,999,0,999,X,11,0
C649,2015-10-01,2026-12-31,0,999,0,999,X,11,0
C651,2015-10-01,2026-12-31,0,999,0,999,X,11,0
C652,2015-10-01,2026-12-31,0,999,0,999,X,11,0
C659,2015-10-01,2026-12-31,0,999,0,999,X,11,0
C661,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C662,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C669,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C670,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C671,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C672,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C673,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C674,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C675,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C676,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C677,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C678,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C679,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C680,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C681,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C688,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C689,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6900,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6901,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6902,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6910,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6911,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6912,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6920,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6921,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6922,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6930,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6931,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6932,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6940,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6941,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6942,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6950,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6951,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6952,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6960,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6961,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6962,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6980,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6981,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6982,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6990,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6991,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C6992,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C700,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C701,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C709,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C710,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C711,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C712,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C713,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C714,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C715,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C716,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C717,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C718,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C719,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C720,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C721,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7220,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7221,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7222,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7230,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7231,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7232,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7240,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7241,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7242,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7250,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C7259,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C729,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C73,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C7400,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7400,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C7401,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7401,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C7402,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7402,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C7410,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7410,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C7411,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7411,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C7412,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7412,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C7490,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7490,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C7491,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7491,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C7492,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C7492,2015-10-01,2026-12-31,0,999,18,999,X,10,0
C750,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C751,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C752,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C753,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C754,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C755,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C758,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C759,2015-10-01,2026-12-31,0,999,0,999,X,13,0
C760,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C761,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C762,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C763,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7640,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7641,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7642,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7650,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7651,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7652,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C768,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C770,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C771,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C772,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C773,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C774,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C775,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C778,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C779,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7800,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7801,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7802,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C781,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C782,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7830,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7839,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C784,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C785,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C786,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C787,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7880,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7889,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7900,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7901,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7902,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7910,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7911,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7919,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C792,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7931,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7932,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7940,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7949,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7951,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7952,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7960,2015-10-01,2026-12-31,0,999,0,999,female,8,0
C7961,2015-10-01,2026-12-31,0,999,0,999,female,8,0
C7962,2015-10-01,2026-12-31,0,999,0,999,female,8,0
C7970,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7971,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7972,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7981,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7982,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7989,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C799,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7A00,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A010,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A011,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A012,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A019,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A020,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A021,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A022,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A023,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A024,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A025,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A026,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A029,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A090,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A091,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A092,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A093,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A094,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A095,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A096,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A098,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A1,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7A8,2015-10-01,2026-12-31,0,999,0,999,X,12,0
C7B00,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7B01,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7B02,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7B03,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7B04,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C7B09,2015-10-01,2026-12-31,0,999,0,999,X,8,0
